"","File.Name","X.1_ps","first_author","population.structure.","genetic.structure.","spatial.structure.","genomic.structure.","measured_in_time_series_data_ps","hypothesized_driver_of_change_ps","increase_decrease_ps","method_of_estimating_ps","raw_stats_ps","X_ps","doi_ps","year_ps","authors_ps","first_author.y_ps","keywords_ps","Title_ps","Notes_ps","Study.system_ps","Taxon_ps","Driver.of.change_ps","Data.type_ps","Experimental.design_ps","Time.scale.years_ps","Time.scale.generations_ps","Driver.of.change.std_ps","driver_ps","X_nd","X.nucleotide.diversity.","author","measured_in_time_series_data_nd","level_of_analysis","hypothesized_driver_of_change_nd","method_of_estimating_nd","increase_decrease_nd","raw_stats_nd","notes","X.x","X.1_nd","X.y","doi_nd","year_nd","authors_nd","first_author.y_nd","keywords_nd","Title_nd","Notes_nd","Study.system_nd","Taxon_nd","Driver.of.change_nd","Data.type_nd","Experimental.design_nd","Time.scale.years_nd","Time.scale.generations_nd","Driver.of.change.std_nd","increased_decreased_simple","driver_nd","X.1","X0","X.effective.population.","first_author_ep","measured_in_time.series_data","hypothesized_driver_of_change","level_of_analysis_ep","increase_decrease_ep","method.of.estimating","raw.stats","X","doi","year","authors","first_author.y","keywords","Title","Notes","Study.system","Taxon","Driver.of.change","Data.type","Experimental.design","Time.scale.years","Time.scale.generations","Driver.of.change.std","driver_ep","X.1_gf","X.gene.flow.","measured_in_time_series_data","level_of_analysis_gf","hypothesized_driver_of_change_gf","increase_decrease_gf","method_of_estimating","raw_stats","X_gf","doi_gf","year_gf","authors_gf","first_author.y_gf","keywords_gf","Title_gf","Notes_gf","Study.system_gf","Taxon_gf","Driver.of.change_gf","Data.type_gf","Experimental.design_gf","Time.scale.years_gf","Time.scale.generations_gf","Driver.of.change.std_gf","driver_gf","X_ib","include","first_author_ib","measure_in_time_series_data","level_of_analysis_ib","hypothesized_driver_of_change_ib","increase_decrease_ib","method_of_estimating_ib","raw_stats_ib","help_needed","X.x_ib","X.1_ib","X.y_ib","doi_ib","year_ib","authors_ib","first_author.y_ib","keywords_ib","Title_ib","Notes_ib","Study.system_ib","Taxon_ib","Driver.of.change_ib","Data.type_ib","Experimental.design_ib","Time.scale.years_ib","Time.scale.generations_ib","Driver.of.change.std_ib","driver_ib"
"24","10.1093_jeb_voae068.pdf",8,"Parvizi","Yes","Yes","No","Yes","yes","pesticide use","no change","PCA, Fst, and admixture","see doc",72,"10.1093/jeb/voae068",2024,"Parvizi; E; Bachler; A; Zwick; A; Walsh; TK; Moritz; C; McGaughran; A","Parvizi","cotton bollworm; genetic drift; insecticide resistance; museum genomics; selection","historical museum samples reveal signals of selection and drift in response to changing insecticide use in an agricultural pest moth","","invertebrate","Helicoverpa armigera","anthropogenic","reduced representation","historical","92","576","anthropogenic","anthropogenic",10,"Yes","parvizi","yes","multiple_spatial","insecticide","Watterson�s theta; Tajima�s estimator, _�)","varies","see document","diversity decreased from the 1950s through the 60s and 70s when effects of insecticide were highest; increased since 70s",NA,NA,72,"10.1093/jeb/voae068",2024,"Parvizi; E; Bachler; A; Zwick; A; Walsh; TK; Moritz; C; McGaughran; A","Parvizi","cotton bollworm; genetic drift; insecticide resistance; museum genomics; selection","historical museum samples reveal signals of selection and drift in response to changing insecticide use in an agricultural pest moth","","invertebrate","Helicoverpa armigera","anthropogenic","reduced representation","historical","92","576","anthropogenic",NA,"anthropogenic",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"25","10.1093_molbev_msab147.pdf",9,"Immel","Yes","No","No","No","yes","bubonic plague","no change","PCA, admixture","see doc",73,"10.1093/molbev/msab147",2021,"Immel; A; Key; FM; Szolek; A; Barquera; R; Robinson; MK; Harrison; GF; Palmer; WH; Spyrou; MA; Susat; J; Krause-Kyora; B; Bos; KI; Forrest; S; Hernandez-Zaragoza; DI; Sauter; J; Solloch; U; Schmidt; AH; Schuenemann; VJ; Reiter; E; Kairies; MS; Weiss; R; Arnold; S; Wahl; J; Hollenbach; JA; Kohlbacher; O; Herbig; A; Norman; PJ; Krause; J","Immel","ancient DNA; aDNA; HLA; plague; Yersinia pestis; human immunity; natural selection","analysis of genomic dna from medieval plague victims suggests long-term effect of yersinia pestis on human immunity genes","","vertebrate","Homo sapiens","host-pathogen","WGS","historical","520","17","host-pathogen","host-pathogen",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"26","10.1093_molbev_msab340.pdf",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,"Yes","yes","multiple_spatial; multiple_temporal","land barriers; natural","decrease","D statistics via ABBA BABBA, admixture graph analysis","(Figures in doc)",74,"10.1093/molbev/msab340",2022,"Garg; KM; Chattopadhyay; B; Cros; E; Tomassi; S; Benedick; S; Edwards; DP; Rheindt; FE","Garg","Sundaland; Quaternary glacial cycles; babblers; ancient DNA; paleorivers","island biogeography revisited: museomics reveals affinities of shelf island birds determined by bathymetry and paleo-rivers; not by distance to mainland","","vertebrate","Pellorneum spp.","natural evolution","reduced representation","historical","107","32.42424242","natural evolution","natural",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"27","10.1093_molbev_msac014.pdf",10,"Aneli","Yes","Yes","No","No","yes","the roman empire; anthropogenic","decrease","PCA","see doc. ""There, we computed the median distances from the centroid of the IAA samples (excluding the two Mediaeval samples), the Roman Imperials and the Republicans, obtain- ing 0.0093, 0.0140, and 0.0101, respectively. Notably, the dis- tance distributions were not statistically different, thus suggesting that the extent of genetic heterogeneity of IAA individuals is comparable to that of the cosmopolitan Republican and Imperial Roman samples, the latter having experienced a remarkable degree of admixture with foreign Mediterranean groups, pushed by strong geopolitical contin- gencies (Antonio et al. 2019).""",75,"10.1093/molbev/msac014",2022,"Aneli; S; Saupe; T; Montinaro; F; Solnik; A; Molinaro; L; Scaggion; C; Carrara; N; Raveane; A; Kivisild; T; Metspalu; M; Scheib; CL; Pagani; L","Aneli","ancient DNA; Dauni; Iron Age; Southern Italy","the genetic origin of daunians and the pan-mediterranean southern italian iron age context","","vertebrate","Homo sapiens","natural evolution","WGS","historical","1,000","33","natural evolution","anthropogenic",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"28","10.1093_molbev_msac179.pdf",11,"Dai","Yes","Yes","No","No","yes","globalization; anthropogenic","decrease","PCA","see doc",76,"10.1093/molbev/msac179",2022,"Dai; SS; Sulaiman; X; Isakova; J; Xu; WF; Abdulloevich; NT; Afanasevna; ME; Ibrohimovich; KB; Chen; X; Yang; WK; Wang; MS; Shen; QK; Yang; XY; Yao; YG; Aldashev; AA; Saidov; A; Chen; W; Cheng; LF; Peng; MS; Zhang; YP","Dai","Central Asia; Kyrgyz; Tajik; admixture; genome; Steppe; Tarim","the genetic echo of the tarim mummies in modern central asians","","vertebrate","Homo sapiens","natural evolution","reduced representation","historical","12000","400","natural evolution","anthropogenic",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"29","10.1093_molbev_msac189.pdf",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,"Yes","wu","yes","multiple_spatial","antropogenic driven biodiversity loss","pi over windows","decreased","see document","diversity decreased over 100 years in four different species; stats hard to extract",NA,NA,78,"10.1093/molbev/msac189",2022,"Wu; MY; Lau; CJ; Ng; EYX; Baveja; P; Gwee; CY; Sadanandan; K; Ferasyi; TR; Haminuddin; Ramadhan; R; Menner; JK; Rheindt; FE","Wu","extinction; introgression; white-rumped shama; conservation","genomes from historic dna unveil massive hidden extinction and terminal endangerment in a tropical asian songbird radiation","","vertebrate","Copsychus spp.","anthropogenic","WGS","historical","133","55","anthropogenic","decreased","anthropogenic",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,"Yes","yes","multiple_spatial; multiple_temporal","natural","decrease","admixture graph analysis","(Model graph in doc) We detected six optimal models, which showed only negligible differences in K values and all converged on one similar gene flow scenario, albeit with slight differences in the exact proportions of gene flow.  indicates gene flow from stricklandii into suavis at a genomic contribution of 16– 48% depending on the model. There is also secondary allele sharing between stricklandii and the eastern Javan clade at a proportion of 12–22%.We additionally detected a 12% contribution into stricklandii from an unknown donor",78,"10.1093/molbev/msac189",2022,"Wu; MY; Lau; CJ; Ng; EYX; Baveja; P; Gwee; CY; Sadanandan; K; Ferasyi; TR; Haminuddin; Ramadhan; R; Menner; JK; Rheindt; FE","Wu","extinction; introgression; white-rumped shama; conservation","genomes from historic dna unveil massive hidden extinction and terminal endangerment in a tropical asian songbird radiation","","vertebrate","Copsychus spp.","anthropogenic","WGS","historical","133","55","anthropogenic","natural",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"30","10.1093_molbev_msac241.pdf",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,"Yes","yes","multiple_spatial; multiple_temporal","population decline; anthropogenic","decrease","D statistics","D values and Z-scores of D statistics for the fossil (NBC RB4 D3) and historical (NRM 590107) blue antelope specimens showing significant gene flow between blue and roan antelope demonstrated by positive D values. Z score for NBC $B5 D3: 17.68 and D of over 0.1. NRM 590107 Z score 19.77 with D of over 0.1.",79,"10.1093/molbev/msac241",2022,"Hempel E.; Bibi F.; Faith J.T.; Koepfli K.-P.; Klittich A.M.; Duch√™ne D.A.; Brink J.S.; Kalthoff D.C.; DalCrossed D sign¬©n L.; Hofreiter M.; Westbury M.V.","Hempel","ancient DNA; diversity; extinction; Holocene; paleogenome; South Africa","blue turns to gray: paleogenomic insights into the evolutionary history and extinction of the blue antelope (hippotragus leucophaeus)","","vertebrate","Hippotragus leucophaeus","anthropogenic","WGS","historical","9600","1371","anthropogenic","anthropogenic",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"31","10.1093_molbev_msae108.pdf",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13,"Yes","yes","multiple_spatial; multiple_temporal","captivity; domestication; anthropogenic","decrease","D statistics","(In doc) Compared to wolves from European Russia, half of both the fur samples (Ly1, Ly2, Ly3, and SM16271) and the Lapphund and Elkhound samples (FL (5 out of 6 samples), SL (3/4), LH (2/6), NE (2/5), and SE (1/4)) had a Z-score below −3.00, indicative of gene flow. Similar z-score values were obtained compared to Portuguese wolves, while compared to the Swedish wolves, only one fur sample (Ly3) had a Z-score below −3.00.",84,"10.1093/molbev/msae108",2024,"Wang S.-Z.; Yan Y.; Widlund M.; Qian C.-C.; Zhang L.-L.; Zhang S.-J.; Li Z.-M.; Cao P.; Dai Q.-Y.; Feng X.-T.; Liu F.; Wang L.; Gao C.; Fu Q.-M.; Hyt√∂nen M.K.; Lohi H.; Savolainen P.; Wang G.-D.","Wang","artificial selection; elkhound; genetic origin; historic dog fur; lapphund; population genomics","historic dog furs unravel the origin and artificial selection of modern nordic lapphund and elkhound dog breeds","","vertebrate","canis f. familiaris","anthropogenic","WGS","historical","200","160","anthropogenic","anthropogenic",4,"Yes","wang","yes","multiple_spatial","domestication; selective breeding; anthropgenic","increase","Froh, LD decay","see notes document,",NA,"",NA,84,"10.1093/molbev/msae108",2024,"Wang S.-Z.; Yan Y.; Widlund M.; Qian C.-C.; Zhang L.-L.; Zhang S.-J.; Li Z.-M.; Cao P.; Dai Q.-Y.; Feng X.-T.; Liu F.; Wang L.; Gao C.; Fu Q.-M.; Hyt√∂nen M.K.; Lohi H.; Savolainen P.; Wang G.-D.","Wang","artificial selection; elkhound; genetic origin; historic dog fur; lapphund; population genomics","historic dog furs unravel the origin and artificial selection of modern nordic lapphund and elkhound dog breeds","","vertebrate","canis f. familiaris","anthropogenic","WGS","historical",200,"160","anthropogenic","anthropogenic"
"32","10.1093_molbev_msae128.pdf",12,"Angst","Yes","No","Yes","No","yes","time and population isolation","increase","Fst","see doc",85,"10.1093/molbev/msae128",2024,"Angst P.; Haag C.R.; Ben-Ami F.; Fields P.D.; Ebert D.","Angst","Cladocera; colonization; Daphnia; founder bottleneck; genomics; hybrid vigor; metapopulation; site frequency spectrum; time series; turnover dynamics","genome-wide allele frequency changes reveal that dynamic metapopulations evolve differently","","invertebrate","Daphnia magna ","natural evolution","poolseq","repeated","5","122","natural evolution","natural",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14,"Yes","yes","multiple_spatial; multiple_temporal","colonization; natural","increase","minor allele frequency, Watterson's theta, pairwise Fst","(In doc) Lines represent predicted FST values based on nonlinear regression (FST = ab1/∂t) as used in Bergland et al. (2014) with 95% confidence intervals in gray. The line for the more isolated ponds (top 50% isolated) is lower than for the less isolated ponds (bottom 50% isolated), indicating less pronounced changes in observed allele frequencies, possibly due to lower local − − − gene flow. In contrast to the overall pattern of a decline of median MAF over time, this median increased in some of the subpopulations over time, alongside with rapid and strong genomic differentiation and an increase in the number of heterozygous sites. We interpret these observations as gene flow plus hybrid vigor events.",85,"10.1093/molbev/msae128",2024,"Angst P.; Haag C.R.; Ben-Ami F.; Fields P.D.; Ebert D.","Angst","Cladocera; colonization; Daphnia; founder bottleneck; genomics; hybrid vigor; metapopulation; site frequency spectrum; time series; turnover dynamics","genome-wide allele frequency changes reveal that dynamic metapopulations evolve differently","","invertebrate","Daphnia magna ","natural evolution","poolseq","repeated","5","122","natural evolution","natural",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"33","10.1093_molbev_mst205.pdf",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,94,"Yes","tobler","yes","temperature; experimental","multiple_spatial","decrease","simulation","none",87,"10.1093/molbev/mst205",2014,"Tobler R.; Franssen S.U.; Kofler R.; Orozco-Terwengel P.; Nolte V.; Hermisson J.; Schl√∂tterer C.","Tobler","adaptation; D. melanogaster; evolutionary genomics; experimental evolution; next-generation sequencing; standing genetic variation","massive habitat-specific genomic response in d. melanogaster populations during experimental evolution in hot and cold environments","Time scale years calculated from 10.1007/978-1-59745-365-3_3","invertebrate","Drosophila melanogaster","experimental","poolseq","experimental",NA,"15","experimental","experimental",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"34","10.1093_molbev_msx247.pdf",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,"Yes","seabra","yes","multiple_spatial","adaptation to captivity; experimental evolution","pi","decreased","Between generation 6 and 50, significant decrease in mean diversity both in Ad (from 0.099 to 0.091) and Gro (from 0.105 to 0.098; generation term in ANCOVA, F1,361�441.03, P < 0.0001), as expected from the loss of rare alleles. Differences between Ad and Gro founder populations not significant",NA,NA,NA,95,"10.1093/molbev/msx247",2018,"Seabra; Sofia G.; Fragata; Ines; Antunes; Marta A.; Faria; Goncalo S.; Santos; Marta A.; Sousa; Vitor C.; Simoes; Pedro; Matos; Margarida","Seabra","","Different Genomic Changes Underlie Adaptive Evolution in Populations of Contrasting History","","invertebrate","","experimental","WGS","experimental","#N/A","50","experimental","decreased","experimental",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"35","10.1093_ve_vex035.pdf",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,107,"Yes","carratala","yes","ultraviolet radiation; disinfection; resistence; host-pathogen","multiple_temporal","increase","unbiased Fs0 estimator of Ne Jorde and Ryman (2007)",NA,100,"10.1093/ve/vex035",2017,"Carratal√†; A; Shim; H; Zhong; QX; Bachmann; V; Jensen; JD; Kohn; T","Carratal√†","virus; experimental evolution; ultraviolet radiation; disinfection; ribavirin; resistance","experimental adaptation of human echovirus 11 to ultraviolet radiation leads to resistance to disinfection and ribavirin","","virus","human echovirus 11","experimental","WGS","experimental","0.164","200","experimental","experimental",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"36","10.1098_rspb.2015.0801.pdf",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13,"Yes","morley","yes","multiple_spatial","host-pathogen","pi","varies","Nucleotide diversity was correlated with treatment; Spearman�s r 1�4 20.9, p 1�4 0.0374) faster invading treatments had higher nucleotide diversity among their populations ","",NA,NA,102,"10.1098/rspb.2015.0801",2015,"Morley V.J.; Mendiola S.Y.; Turner P.E.","Morley","Adaptation; Alphavirus; Contingency; Epistasis; Experimental evolution; Sindbis virus","rate of novel host invasion affects adaptability of evolving rna virus lineages","","virus","sindbis virus","host-pathogen","reduced representation","experimental","variable depending on treatment","variable depending on treatment","host-pathogen",NA,"host-pathogen",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"37","10.1099_mgen.0.001170.pdf",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,115,"Yes","aiewsakun","yes","epidemic","multiple_temporal","increase","mlskygrid function in the R package mlesky ",NA,109,"10.1099/mgen.0.001170",2023,"Aiewsakun P.; Jamsai B.; Phumiphanjarphak W.; Sawaengdee W.; Palittapongarnpim P.; Mahasirimongkol S.","Aiewsakun","","Spatiotemporal evolution of SARS-CoV-2 in the Bangkok metropolitan region; Thailand; 2020‚Äì2022: implications for future outbreak preparedness","","virus","covid","host-pathogen","WGS","historical","3 or 1.8","131.4","host-pathogen","host-pathogen",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"38","10.1099_mgen.0.001170.pdf",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,115,"Yes","aiewsakun","yes","epidemic","multiple_temporal","increase","mlskygrid function in the R package mlesky ",NA,108,"10.1099/mgen.0.001170",2023,"Aiewsakun P.; Jamsai B.; Phumiphanjarphak W.; Sawaengdee W.; Palittapongarnpim P.; Mahasirimongkol S.","Aiewsakun","COVID-19; genomic epidemiology; genomic surveillance; public health; spatiotemporal analysis; Thailand","spatiotemporal evolution of sars-cov-2 in the bangkok metropolitan region; thailand; 2020-2022: implications for future outbreak preparedness","","virus","covid-19","host-pathogen","WGS","historical","0.2",NA,"host-pathogen","host-pathogen",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"39","10.1111_1755-0998.13167.pdf",13,"Gauthier","Yes","Yes","No","No","yes","habitat loss; anthropogenic","increase","Rousset's Fst [Isolation by distance] and admixture","see doc",110,"10.1111/1755-0998.13167",2020,"Gauthier; Jeremy; Pajkovic; Mila; Neuenschwander; Samuel; Kaila; Lauri; Schmid; Sarah; Orlando; Ludovic; Alvarez; Nadir","Gauthier","","Museomics identifies genetic erosion in two butterfly species across the 20th century in Finland","","invertebrate","Butterflies; Erebia embala; Lycaena helle","anthropogenic","reduced representation","historical","106","50-100","anthropogenic","anthropogenic",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,"Yes","yes","multiple_spatial; multiple_temporal","population decline; anthropogenic","decrease","genetic differentiation between populations (FST/1 − FST) and the log-transformed geographical distance (log(distance))","(Figure in doc) In contrast, a more marked pattern of spatial structuring was retrieved in the IBD analysis, revealing a varying correlation between genetic and geographical distances over time (Figure 7). Before 1950, no correlation between genetic and geographical distances was found in any of the two species investigated. Between the 1950s and the 2000s, a significant correlation between genetic and geographical distances was found for E. embla.",110,"10.1111/1755-0998.13167",2020,"Gauthier; Jeremy; Pajkovic; Mila; Neuenschwander; Samuel; Kaila; Lauri; Schmid; Sarah; Orlando; Ludovic; Alvarez; Nadir","Gauthier","","Museomics identifies genetic erosion in two butterfly species across the 20th century in Finland","","invertebrate","Butterflies; Erebia embala; Lycaena helle","anthropogenic","reduced representation","historical","106","50-100","anthropogenic","anthropogenic",5,"Yes","gauthier","yes","multiple_spatial","habitat fragmentation; inbreeding depression; pesticide; climate change; anthropogenic","decrease","Hs, Fis","see notes doc",NA,"",NA,110,"10.1111/1755-0998.13167",2020,"Gauthier; Jeremy; Pajkovic; Mila; Neuenschwander; Samuel; Kaila; Lauri; Schmid; Sarah; Orlando; Ludovic; Alvarez; Nadir","Gauthier","","Museomics identifies genetic erosion in two butterfly species across the 20th century in Finland","","invertebrate","Butterflies; Erebia embala; Lycaena helle","anthropogenic","reduced representation","historical",106,"50-100","anthropogenic","anthropogenic"
