pdf,hypothesized_driver_of_change,denovo_or_derivedlist,confirmed_yn,gene_name,IMG Gene ID,IMG Locus Tag ,ensembl,Brapa gene name,ENSGMOG,Globodera pallida,Globodera rostochienis
10.1021_acs.est.2c00793.pdf,antibiotic_resistance,denovo,NA,rap,NA,NA,NA,NA,NA,NA,
10.1021_acs.est.2c00793.pdf,antibiotic_resistance,denovo,NA,bepA,NA,NA,NA,NA,NA,NA,
10.1021_acs.est.2c00793.pdf,antibiotic_resistance,denovo,NA,galU,NA,NA,NA,NA,NA,NA,
10.1021_acs.est.2c00793.pdf,antibiotic_resistance,denovo,NA,yoeA,NA,NA,NA,NA,NA,NA,
10.1021_acs.est.2c00793.pdf,antibiotic_resistance,denovo,NA,oprN,NA,NA,NA,NA,NA,NA,
10.1021_acs.est.2c00793.pdf,antibiotic_resistance,denovo,NA,mexJ,NA,NA,NA,NA,NA,NA,
10.1021_acs.est.2c00793.pdf,antibiotic_resistance,denovo,NA,emrA,NA,NA,NA,NA,NA,NA,
10.1021_acs.est.2c00793.pdf,antibiotic_resistance,denovo,NA,E2578_13975,NA,NA,NA,NA,NA,NA,
10.1021_acs.est.2c00793.pdf,antibiotic_resistance,denovo,NA,cckA,NA,NA,NA,NA,NA,NA,
10.1021_acs.est.2c00793.pdf,antibiotic_resistance,denovo,NA,zapE,NA,NA,NA,NA,NA,NA,
10.1021_acs.est.2c00793.pdf,antibiotic_resistance,denovo,NA,mpl ,NA,NA,NA,NA,NA,NA,
10.1038_ismej.2015.241.pdf,natural,denovo,NA,NA,2582905698,TH111DRAFT_00076,NA,NA,NA,NA,
10.1038_ismej.2015.241.pdf,natural,denovo,NA,NA,2582905994,TH111DRAFT_00372,NA,NA,NA,NA,
10.1038_ismej.2015.241.pdf,natural,denovo,NA,NA,2582906041,TH111DRAFT_00419,NA,NA,NA,NA,
10.1038_ismej.2015.241.pdf,natural,denovo,NA,NA,2582906447,TH111DRAFT_00826,NA,NA,NA,NA,
10.1038_ismej.2015.241.pdf,natural,denovo,NA,NA,2582906448,TH111DRAFT_00827,NA,NA,NA,NA,
10.1038_ismej.2015.241.pdf,natural,denovo,NA,NA,2582906646,TH111DRAFT_01025,NA,NA,NA,NA,
10.1038_ismej.2015.241.pdf,natural,denovo,NA,NA,2582906738,TH111DRAFT_01117,NA,NA,NA,NA,
10.1038_ismej.2015.241.pdf,natural,denovo,NA,NA,2582907186,TH111DRAFT_01567,NA,NA,NA,NA,
10.1038_ismej.2015.241.pdf,natural,denovo,NA,NA,2582907187,TH111DRAFT_01568,NA,NA,NA,NA,
10.1038_ismej.2015.241.pdf,natural,denovo,NA,NA,2582907780,TH111DRAFT_02162,NA,NA,NA,NA,
10.1038_ismej.2015.241.pdf,natural,denovo,NA,NA,2582907922,TH111DRAFT_02304,NA,NA,NA,NA,
10.1038_s41586-022-04824-9.pdf,natural,denovo,NA,NA,NA,NA,ENSCAFG00000042176,NA,NA,NA,
10.1038_s41586-022-04824-9.pdf,natural,denovo,NA,NA,NA,NA,ENSCAFG00000002736,NA,NA,NA,
10.1038_s41586-022-04824-9.pdf,natural,denovo,NA,NA,NA,NA,ENSCAFG00000002745-ZNF331,NA,NA,NA,
10.1038_s41586-022-04824-9.pdf,natural,denovo,NA,NA,NA,NA,ENSCAFG00000030979,NA,NA,NA,
10.1038_s41586-022-04824-9.pdf,natural,denovo,NA,NA,NA,NA,ENSCAFG00000004382-MASTL,NA,NA,NA,
10.1038_s41586-022-04824-9.pdf,natural,denovo,NA,NA,NA,NA,ENSCAFG00000004397-YME1L1,NA,NA,NA,
10.1038_s41586-022-04824-9.pdf,natural,denovo,NA,NA,NA,NA,ENSCAFG00000015933,NA,NA,NA,
10.1038_s41586-022-04824-9.pdf,natural,denovo,NA,NA,NA,NA,ENSCAFG00000015929-N4BP2,NA,NA,NA,
10.1038_s41586-022-04824-9.pdf,natural,denovo,NA,NA,NA,NA,ENSCAFG00000014953-OR1F15,NA,NA,NA,
10.1038_s41586-022-04824-9.pdf,natural,denovo,NA,NA,NA,NA,ENSCAFG00000014967-ZSCAN25,NA,NA,NA,
10.1038_s41586-022-04824-9.pdf,natural,denovo,NA,NA,NA,NA,ENSCAFG00000014877-CYP3A26,NA,NA,NA,
10.1038_s41586-022-04824-9.pdf,natural,denovo,NA,NA,NA,NA,ENSCAFG00000019951-VAV3,NA,NA,NA,
10.1038_s41586-022-04824-9.pdf,natural,denovo,NA,NA,NA,NA,ENSCAFG00000015215-F5,NA,NA,NA,
10.1038_s41586-022-04824-9.pdf,natural,denovo,NA,NA,NA,NA,ENSCAFG00000015177-SELL,NA,NA,NA,
10.1038_s41586-022-04824-9.pdf,natural,denovo,NA,NA,NA,NA,ENSCAFG00000045713,NA,NA,NA,
10.1038_s41586-022-04824-9.pdf,natural,denovo,NA,NA,NA,NA,ENSCAFG00000029865,NA,NA,NA,
10.1038_s41586-022-04824-9.pdf,natural,denovo,NA,NA,NA,NA,ENSCAFG00000049561,NA,NA,NA,
10.1038_s41586-022-04824-9.pdf,natural,denovo,NA,NA,NA,NA,ENSCAFG00000015160,NA,NA,NA,
10.1038_s41586-022-04824-9.pdf,natural,denovo,NA,NA,NA,NA,ENSCAFG00000013735-ITGB3,NA,NA,NA,
10.1038_s41586-022-04824-9.pdf,natural,denovo,NA,NA,NA,NA,ENSCAFG00000013728-MYL4,NA,NA,NA,
10.1038_s41586-022-04824-9.pdf,natural,denovo,NA,NA,NA,NA,ENSCAFG00000013670-MAPT,NA,NA,NA,
10.1038_s41586-022-04824-9.pdf,natural,denovo,NA,NA,NA,NA,ENSCAFG00000013722-CDC27,NA,NA,NA,
10.1038_s41586-022-04824-9.pdf,natural,denovo,NA,NA,NA,NA,ENSCAFG00000013708-KANSL1,NA,NA,NA,
10.1038_s41586-022-04824-9.pdf,natural,denovo,NA,NA,NA,NA,ENSCAFG00000044493,NA,NA,NA,
10.1038_s41586-022-04824-9.pdf,natural,denovo,NA,NA,NA,NA,ENSCAFG00000000364-WIF1,NA,NA,NA,
10.1038_s41586-022-04824-9.pdf,natural,denovo,NA,NA,NA,NA,ENSCAFG00000029740-MSRB3,NA,NA,NA,
10.1038_s41586-022-04824-9.pdf,natural,denovo,NA,NA,NA,NA,ENSCAFG00000044893,NA,NA,NA,
10.1038_s41586-022-04824-9.pdf,natural,denovo,NA,NA,NA,NA,ENSCAFG00000000498,NA,NA,NA,
10.1038_s41586-022-04824-9.pdf,natural,denovo,NA,NA,NA,NA,ENSCAFG00000044650-IFGGB2,NA,NA,NA,
10.1038_s41586-022-04824-9.pdf,natural,denovo,NA,NA,NA,NA,ENSCAFG00000042216,NA,NA,NA,
10.1038_s41586-022-04824-9.pdf,natural,denovo,NA,NA,NA,NA,ENSCAFG00000000497,NA,NA,NA,
10.1038_s41586-022-04824-9.pdf,natural,denovo,NA,NA,NA,NA,ENSCAFG00000000494-OR2AI2,NA,NA,NA,
10.1038_s41586-022-04824-9.pdf,natural,denovo,NA,NA,NA,NA,ENSCAFG00000000502,NA,NA,NA,
10.1038_s41586-022-04824-9.pdf,natural,denovo,NA,NA,NA,NA,ENSCAFG00000000491,NA,NA,NA,
10.1038_s41586-022-04824-9.pdf,natural,denovo,NA,NA,NA,NA,ENSCAFG00000030653,NA,NA,NA,
10.1038_s41586-022-04824-9.pdf,natural,denovo,NA,NA,NA,NA,ENSCAFG00000012657,NA,NA,NA,
10.1038_s41586-022-04824-9.pdf,natural,denovo,NA,NA,NA,NA,ENSCAFG00000000482-FLT4,NA,NA,NA,
10.1038_s41586-022-04824-9.pdf,natural,denovo,NA,NA,NA,NA,ENSCAFG00000002484,NA,NA,NA,
10.1038_s41586-022-04824-9.pdf,natural,denovo,NA,NA,NA,NA,ENSCAFG00000002485-OR13P4,NA,NA,NA,
10.1038_s41586-022-04824-9.pdf,natural,denovo,NA,NA,NA,NA,ENSCAFG00000002488-OR13P5,NA,NA,NA,
10.1038_s41586-022-04824-9.pdf,natural,denovo,NA,NA,NA,NA,ENSCAFG00000002491,NA,NA,NA,
10.1038_s41586-022-04824-9.pdf,natural,denovo,NA,NA,NA,NA,ENSCAFG00000002486-OR13P3,NA,NA,NA,
10.1038_s41586-022-04824-9.pdf,natural,denovo,NA,NA,NA,NA,ENSCAFG00000002500-SLC2A1,NA,NA,NA,
10.1038_s41586-022-04824-9.pdf,natural,denovo,NA,NA,NA,NA,ENSCAFG00000003543-PSMB2,NA,NA,NA,
10.1038_s41586-022-04824-9.pdf,natural,denovo,NA,NA,NA,NA,ENSCAFG00000041294-TFAP2E,NA,NA,NA,
10.1038_s41586-022-04824-9.pdf,natural,denovo,NA,NA,NA,NA,ENSCAFG00000023824-CYP4X1,NA,NA,NA,
10.1038_s41586-022-04824-9.pdf,natural,denovo,NA,NA,NA,NA,ENSCAFG00000023399,NA,NA,NA,
10.1038_s41586-022-04824-9.pdf,natural,denovo,NA,NA,NA,NA,ENSCAFG00000004097-CYP4B1,NA,NA,NA,
10.1038_s41586-022-04824-9.pdf,natural,denovo,NA,NA,NA,NA,ENSCAFG00000004169-CYP4A11,NA,NA,NA,
10.1038_s41586-022-04824-9.pdf,natural,denovo,NA,NA,NA,NA,ENSCAFG00000041358-OR52A24,NA,NA,NA,
10.1038_s41586-022-04824-9.pdf,natural,denovo,NA,NA,NA,NA,ENSCAFG00000032056-OR52AE1,NA,NA,NA,
10.1038_s41586-022-04824-9.pdf,natural,denovo,NA,NA,NA,NA,ENSCAFG00000029555-OR52A1,NA,NA,NA,
10.1038_s41586-022-04824-9.pdf,natural,denovo,NA,NA,NA,NA,ENSCAFG00000032322-OR51V21,NA,NA,NA,
10.1038_s41586-022-04824-9.pdf,natural,denovo,NA,NA,NA,NA,ENSCAFG00000004428-CYSLTR2,NA,NA,NA,
10.1038_s41586-022-04824-9.pdf,natural,denovo,NA,NA,NA,NA,ENSCAFG00000007250-IFT88,NA,NA,NA,
10.1038_s41586-022-04824-9.pdf,natural,denovo,NA,NA,NA,NA,ENSCAFG00000025297,NA,NA,NA,
10.1093_molbev_msu320.pdf,heat; experimental,denovo,NA,bur,NA,NA,NA,NA,NA,NA,
10.1093_molbev_msu320.pdf,heat; experimental,denovo,NA,cad,NA,NA,NA,NA,NA,NA,
10.1093_molbev_msu320.pdf,heat; experimental,denovo,NA,crc,NA,NA,NA,NA,NA,NA,
10.1093_molbev_msu320.pdf,heat; experimental,denovo,NA,Lar,NA,NA,NA,NA,NA,NA,
10.1093_molbev_msu320.pdf,heat; experimental,denovo,NA,bsh,NA,NA,NA,NA,NA,NA,
10.1093_molbev_msu320.pdf,heat; experimental,denovo,NA,tj,NA,NA,NA,NA,NA,NA,
10.1093_molbev_msu320.pdf,heat; experimental,denovo,NA,pr,NA,NA,NA,NA,NA,NA,
10.1093_molbev_msu320.pdf,heat; experimental,denovo,NA,ref(2)P,NA,NA,NA,NA,NA,NA,
10.1093_molbev_msu320.pdf,heat; experimental,denovo,NA,spir,NA,NA,NA,NA,NA,NA,
10.1093_molbev_msu320.pdf,heat; experimental,denovo,NA,Top2,NA,NA,NA,NA,NA,NA,
10.1093_molbev_msu320.pdf,heat; experimental,denovo,NA,tsh,NA,NA,NA,NA,NA,NA,
10.1093_molbev_msu320.pdf,heat; experimental,denovo,NA,vls,NA,NA,NA,NA,NA,NA,
10.1093_molbev_msu320.pdf,heat; experimental,denovo,NA,neb,NA,NA,NA,NA,NA,NA,
10.1093_molbev_msu320.pdf,heat; experimental,denovo,NA,fs(2)ltoPP43,NA,NA,NA,NA,NA,NA,
10.1093_molbev_msu320.pdf,heat; experimental,denovo,NA,scw,NA,NA,NA,NA,NA,NA,
10.1093_molbev_msu320.pdf,heat; experimental,denovo,NA,spi,NA,NA,NA,NA,NA,NA,
10.1093_molbev_msu320.pdf,heat; experimental,denovo,NA,brat,NA,NA,NA,NA,NA,NA,
10.1093_molbev_msu320.pdf,heat; experimental,denovo,NA,pigeon,NA,NA,NA,NA,NA,NA,
10.1093_molbev_msu320.pdf,heat; experimental,denovo,NA,betaInt-nu,NA,NA,NA,NA,NA,NA,
10.1093_molbev_msu320.pdf,heat; experimental,denovo,NA,dia,NA,NA,NA,NA,NA,NA,
10.1093_molbev_msu320.pdf,heat; experimental,denovo,NA,Ret,NA,NA,NA,NA,NA,NA,
10.1093_molbev_msu320.pdf,heat; experimental,denovo,NA,Hf,NA,NA,NA,NA,NA,NA,
10.1093_molbev_msu320.pdf,heat; experimental,denovo,NA,barr,NA,NA,NA,NA,NA,NA,
10.1093_molbev_msu320.pdf,heat; experimental,denovo,NA,Hr38,NA,NA,NA,NA,NA,NA,
10.1093_molbev_msu320.pdf,heat; experimental,denovo,NA,drl,NA,NA,NA,NA,NA,NA,
10.1093_molbev_msu320.pdf,heat; experimental,denovo,NA,rtGEF,NA,NA,NA,NA,NA,NA,
10.1093_molbev_msu320.pdf,heat; experimental,denovo,NA,phr6-4,NA,NA,NA,NA,NA,NA,
10.1093_molbev_msu320.pdf,heat; experimental,denovo,NA,nompB,NA,NA,NA,NA,NA,NA,
10.1093_molbev_msu320.pdf,heat; experimental,denovo,NA,lok,NA,NA,NA,NA,NA,NA,
10.1093_molbev_msu320.pdf,heat; experimental,denovo,NA,Df31,NA,NA,NA,NA,NA,NA,
10.1093_molbev_msu320.pdf,heat; experimental,denovo,NA,dtr,NA,NA,NA,NA,NA,NA,
10.1093_molbev_msu320.pdf,heat; experimental,denovo,NA,dimm,NA,NA,NA,NA,NA,NA,
10.1093_molbev_msu320.pdf,heat; experimental,denovo,NA,Dap160,NA,NA,NA,NA,NA,NA,
10.1093_molbev_msu320.pdf,heat; experimental,denovo,NA,Ac3,NA,NA,NA,NA,NA,NA,
10.1093_molbev_msu320.pdf,heat; experimental,denovo,NA,dnt,NA,NA,NA,NA,NA,NA,
10.1093_molbev_msu320.pdf,heat; experimental,denovo,NA,CG8677,NA,NA,NA,NA,NA,NA,
10.1093_molbev_msu320.pdf,heat; experimental,denovo,NA,msb1l,NA,NA,NA,NA,NA,NA,
10.1093_molbev_msu320.pdf,heat; experimental,denovo,NA,CG17568,NA,NA,NA,NA,NA,NA,
10.1093_molbev_msu320.pdf,heat; experimental,denovo,NA,CG17564,NA,NA,NA,NA,NA,NA,
10.1093_molbev_msu320.pdf,heat; experimental,denovo,NA,CG13086,NA,NA,NA,NA,NA,NA,
10.1093_molbev_msu320.pdf,heat; experimental,denovo,NA,CG17349,NA,NA,NA,NA,NA,NA,
10.1093_molbev_msu320.pdf,heat; experimental,denovo,NA,CG17350,NA,NA,NA,NA,NA,NA,
10.1093_molbev_msu320.pdf,heat; experimental,denovo,NA,fon,NA,NA,NA,NA,NA,NA,
10.1093_molbev_msu320.pdf,heat; experimental,denovo,NA,CG17549,NA,NA,NA,NA,NA,NA,
10.1093_molbev_msu320.pdf,heat; experimental,denovo,NA,CG17544,NA,NA,NA,NA,NA,NA,
10.1093_molbev_msu320.pdf,heat; experimental,denovo,NA,CG16771,NA,NA,NA,NA,NA,NA,
10.1093_molbev_msu320.pdf,heat; experimental,denovo,NA,CG13085,NA,NA,NA,NA,NA,NA,
10.1093_molbev_msu320.pdf,heat; experimental,denovo,NA,Rab9,NA,NA,NA,NA,NA,NA,
10.1093_molbev_msu320.pdf,heat; experimental,denovo,NA,CG10237,NA,NA,NA,NA,NA,NA,
10.1093_molbev_msu320.pdf,heat; experimental,denovo,NA,CG10026,NA,NA,NA,NA,NA,NA,
10.1093_molbev_msu320.pdf,heat; experimental,denovo,NA,CG10188,NA,NA,NA,NA,NA,NA,
10.1093_molbev_msu320.pdf,heat; experimental,denovo,NA,CG10186,NA,NA,NA,NA,NA,NA,
10.1093_molbev_msu320.pdf,heat; experimental,denovo,NA,CG10132,NA,NA,NA,NA,NA,NA,
10.1093_molbev_msu320.pdf,heat; experimental,denovo,NA,CG10137,NA,NA,NA,NA,NA,NA,
10.1093_molbev_msu320.pdf,heat; experimental,denovo,NA,CG10165,NA,NA,NA,NA,NA,NA,
10.1093_molbev_msu320.pdf,heat; experimental,denovo,NA,CG13078,NA,NA,NA,NA,NA,NA,
10.1093_molbev_msu320.pdf,heat; experimental,denovo,NA,CG13077,NA,NA,NA,NA,NA,NA,
10.1093_molbev_msu320.pdf,heat; experimental,denovo,NA,CG10268,NA,NA,NA,NA,NA,NA,
10.1093_molbev_msu320.pdf,heat; experimental,denovo,NA,Hakai,NA,NA,NA,NA,NA,NA,
10.1093_molbev_msu320.pdf,heat; experimental,denovo,NA,CG10262,NA,NA,NA,NA,NA,NA,
10.1093_molbev_msu320.pdf,heat; experimental,denovo,NA,CG10366,NA,NA,NA,NA,NA,NA,
10.1093_molbev_msu320.pdf,heat; experimental,denovo,NA,CG10462,NA,NA,NA,NA,NA,NA,
10.1093_molbev_msu320.pdf,heat; experimental,denovo,NA,Nf-YB,NA,NA,NA,NA,NA,NA,
10.1093_molbev_msu320.pdf,heat; experimental,denovo,NA,CG10631,NA,NA,NA,NA,NA,NA,
10.1093_molbev_msu320.pdf,heat; experimental,denovo,NA,CG10628,NA,NA,NA,NA,NA,NA,
10.1093_molbev_msu320.pdf,heat; experimental,denovo,NA,CG10463,NA,NA,NA,NA,NA,NA,
10.1093_molbev_msu320.pdf,heat; experimental,denovo,NA,fbp,NA,NA,NA,NA,NA,NA,
10.1093_molbev_msu320.pdf,heat; experimental,denovo,NA,CdGAPr,NA,NA,NA,NA,NA,NA,
10.1093_molbev_msu320.pdf,heat; experimental,denovo,NA,CG10466,NA,NA,NA,NA,NA,NA,
10.1093_molbev_msu320.pdf,heat; experimental,denovo,NA,CG13962,NA,NA,NA,NA,NA,NA,
10.1093_molbev_msu320.pdf,heat; experimental,denovo,NA,CG10481,NA,NA,NA,NA,NA,NA,
10.1093_molbev_msu320.pdf,heat; experimental,denovo,NA,CoIV,NA,NA,NA,NA,NA,NA,
10.1093_molbev_msu320.pdf,heat; experimental,denovo,NA,CG13965,NA,NA,NA,NA,NA,NA,
10.1093_molbev_msu320.pdf,heat; experimental,denovo,NA,CG16772,NA,NA,NA,NA,NA,NA,
10.1093_molbev_msu320.pdf,heat; experimental,denovo,NA,CG10680,NA,NA,NA,NA,NA,NA,
10.1093_molbev_msu320.pdf,heat; experimental,denovo,NA,CG10659,NA,NA,NA,NA,NA,NA,
10.1093_molbev_msu320.pdf,heat; experimental,denovo,NA,sNPF,NA,NA,NA,NA,NA,NA,
10.1093_molbev_msu320.pdf,heat; experimental,denovo,NA,CG10730,NA,NA,NA,NA,NA,NA,
10.1093_molbev_msu320.pdf,heat; experimental,denovo,NA,CG10747,NA,NA,NA,NA,NA,NA,
10.1093_molbev_msu320.pdf,heat; experimental,denovo,NA,CG10721,NA,NA,NA,NA,NA,NA,
10.1093_molbev_msu320.pdf,heat; experimental,denovo,NA,mRpS18B,NA,NA,NA,NA,NA,NA,
10.1093_molbev_msu320.pdf,heat; experimental,denovo,NA,Kua,NA,NA,NA,NA,NA,NA,
10.1093_molbev_msu320.pdf,heat; experimental,denovo,NA,CG13970,NA,NA,NA,NA,NA,NA,
10.1093_molbev_msu320.pdf,heat; experimental,denovo,NA,CG16798,NA,NA,NA,NA,NA,NA,
10.1093_molbev_msu320.pdf,heat; experimental,denovo,NA,CG10947,NA,NA,NA,NA,NA,NA,
10.1093_molbev_msu320.pdf,heat; experimental,denovo,NA,CG10949,NA,NA,NA,NA,NA,NA,
10.1093_molbev_msu320.pdf,heat; experimental,denovo,NA,Arpc2,NA,NA,NA,NA,NA,NA,
10.1093_molbev_msu320.pdf,heat; experimental,denovo,NA,CG15130,NA,NA,NA,NA,NA,NA,
10.1093_molbev_msu320.pdf,heat; experimental,denovo,NA,CG17470,NA,NA,NA,NA,NA,NA,
10.1093_molbev_msu320.pdf,heat; experimental,denovo,NA,CG2614,NA,NA,NA,NA,NA,NA,
10.1093_molbev_msu320.pdf,heat; experimental,denovo,NA,Cen,NA,NA,NA,NA,NA,NA,
10.1093_molbev_msu320.pdf,heat; experimental,denovo,NA,CG9316,NA,NA,NA,NA,NA,NA,
10.1093_molbev_msu320.pdf,heat; experimental,denovo,NA,CG9317,NA,NA,NA,NA,NA,NA,
10.1093_molbev_msu320.pdf,heat; experimental,denovo,NA,CG9318,NA,NA,NA,NA,NA,NA,
10.1093_molbev_msu320.pdf,heat; experimental,denovo,NA,ns4,NA,NA,NA,NA,NA,NA,
10.1093_molbev_msu320.pdf,heat; experimental,denovo,NA,CG9328,NA,NA,NA,NA,NA,NA,
10.1093_molbev_msu320.pdf,heat; experimental,denovo,NA,CG9331,NA,NA,NA,NA,NA,NA,
10.1093_molbev_msu320.pdf,heat; experimental,denovo,NA,CG14402,NA,NA,NA,NA,NA,NA,
10.1093_molbev_msu320.pdf,heat; experimental,denovo,NA,CG9335,NA,NA,NA,NA,NA,NA,
10.1093_molbev_msu320.pdf,heat; experimental,denovo,NA,CG9336,NA,NA,NA,NA,NA,NA,
10.1093_molbev_msu320.pdf,heat; experimental,denovo,NA,CR9337,NA,NA,NA,NA,NA,NA,
10.1093_molbev_msu320.pdf,heat; experimental,denovo,NA,CG9338,NA,NA,NA,NA,NA,NA,
10.1093_molbev_msu320.pdf,heat; experimental,denovo,NA,sky,NA,NA,NA,NA,NA,NA,
10.1093_molbev_msu320.pdf,heat; experimental,denovo,NA,Mtp,NA,NA,NA,NA,NA,NA,
10.1093_molbev_msu320.pdf,heat; experimental,denovo,NA,RPA2,NA,NA,NA,NA,NA,NA,
10.1093_molbev_msu320.pdf,heat; experimental,denovo,NA,CG9270,NA,NA,NA,NA,NA,NA,
10.1093_molbev_msu320.pdf,heat; experimental,denovo,NA,CG9265,NA,NA,NA,NA,NA,NA,
10.1093_molbev_msu320.pdf,heat; experimental,denovo,NA,tadr,NA,NA,NA,NA,NA,NA,
10.1093_molbev_msu320.pdf,heat; experimental,denovo,NA,CG12050,NA,NA,NA,NA,NA,NA,
10.1093_molbev_msu320.pdf,heat; experimental,denovo,NA,CG8679,NA,NA,NA,NA,NA,NA,
10.1093_molbev_msu320.pdf,heat; experimental,denovo,NA,CG8678,NA,NA,NA,NA,NA,NA,
10.1093_molbev_msu320.pdf,heat; experimental,denovo,NA,CG8671,NA,NA,NA,NA,NA,NA,
10.1093_molbev_msu320.pdf,heat; experimental,denovo,NA,Mio,NA,NA,NA,NA,NA,NA,
10.1093_molbev_msu320.pdf,heat; experimental,denovo,NA,Tsp39D,NA,NA,NA,NA,NA,NA,
10.1093_molbev_msu320.pdf,heat; experimental,denovo,NA,CG8665,NA,NA,NA,NA,NA,NA,
10.1093_molbev_msu320.pdf,heat; experimental,denovo,NA,nrv3,NA,NA,NA,NA,NA,NA,
10.1093_molbev_msu320.pdf,heat; experimental,denovo,NA,Lamp1,NA,NA,NA,NA,NA,NA,
10.1093_molbev_msu320.pdf,heat; experimental,denovo,NA,CG2201,NA,NA,NA,NA,NA,NA,
10.1093_molbev_msu320.pdf,heat; experimental,denovo,NA,Cul-2,NA,NA,NA,NA,NA,NA,
10.1093_molbev_msu320.pdf,heat; experimental,denovo,NA,Nhe2,NA,NA,NA,NA,NA,NA,
10.1093_molbev_msu320.pdf,heat; experimental,denovo,NA,Tep4,NA,NA,NA,NA,NA,NA,
10.1093_molbev_msu320.pdf,heat; experimental,denovo,NA,Pax,NA,NA,NA,NA,NA,NA,
10.1093_molbev_msu320.pdf,heat; experimental,denovo,NA,OS9,NA,NA,NA,NA,NA,NA,
10.1093_molbev_msu320.pdf,heat; experimental,denovo,NA,CG18810,NA,NA,NA,NA,NA,NA,
10.1093_molbev_msu320.pdf,heat; experimental,denovo,NA,TotF,NA,NA,NA,NA,NA,NA,
10.1093_molbev_msu320.pdf,heat; experimental,denovo,NA,bwa,NA,NA,NA,NA,NA,NA,
10.1093_molbev_msu320.pdf,heat; experimental,denovo,NA,CG31612,NA,NA,NA,NA,NA,NA,
10.1093_molbev_msu320.pdf,heat; experimental,denovo,NA,His-Psi:CR31615,NA,NA,NA,NA,NA,NA,
10.1093_molbev_msu320.pdf,heat; experimental,denovo,NA,CG31619,NA,NA,NA,NA,NA,NA,
10.1093_molbev_msu320.pdf,heat; experimental,denovo,NA,CG31626,NA,NA,NA,NA,NA,NA,
10.1093_molbev_msu320.pdf,heat; experimental,denovo,NA,CG31627,NA,NA,NA,NA,NA,NA,
10.1093_molbev_msu320.pdf,heat; experimental,denovo,NA,CG31673,NA,NA,NA,NA,NA,NA,
10.1093_molbev_msu320.pdf,heat; experimental,denovo,NA,CG31674,NA,NA,NA,NA,NA,NA,
10.1093_molbev_msu320.pdf,heat; experimental,denovo,NA,CG31675,NA,NA,NA,NA,NA,NA,
10.1093_molbev_msu320.pdf,heat; experimental,denovo,NA,CG31676,NA,NA,NA,NA,NA,NA,
10.1093_molbev_msu320.pdf,heat; experimental,denovo,NA,CG31678,NA,NA,NA,NA,NA,NA,
10.1093_molbev_msu320.pdf,heat; experimental,denovo,NA,CG31687,NA,NA,NA,NA,NA,NA,
10.1093_molbev_msu320.pdf,heat; experimental,denovo,NA,CG31797,NA,NA,NA,NA,NA,NA,
10.1093_molbev_msu320.pdf,heat; experimental,denovo,NA,CG31988,NA,NA,NA,NA,NA,NA,
10.1093_molbev_msu320.pdf,heat; experimental,denovo,NA,CG33116,NA,NA,NA,NA,NA,NA,
10.1093_molbev_msu320.pdf,heat; experimental,denovo,NA,Victoria,NA,NA,NA,NA,NA,NA,
10.1093_molbev_msu320.pdf,heat; experimental,denovo,NA,CG33509,NA,NA,NA,NA,NA,NA,
10.1093_molbev_msu320.pdf,heat; experimental,denovo,NA,CG33510,NA,NA,NA,NA,NA,NA,
10.1093_molbev_msu320.pdf,heat; experimental,denovo,NA,lectin-37Da,NA,NA,NA,NA,NA,NA,
10.1093_molbev_msu320.pdf,heat; experimental,denovo,NA,CG34051,NA,NA,NA,NA,NA,NA,
10.1093_molbev_msu320.pdf,heat; experimental,denovo,NA,CheB38b,NA,NA,NA,NA,NA,NA,
10.1093_molbev_msu320.pdf,heat; experimental,denovo,NA,snoRNA:Psi18S-640d,NA,NA,NA,NA,NA,NA,
10.1093_molbev_msu320.pdf,heat; experimental,denovo,NA,snoRNA:Psi18S-525g,NA,NA,NA,NA,NA,NA,
10.1093_molbev_msu320.pdf,heat; experimental,denovo,NA,CG34136,NA,NA,NA,NA,NA,NA,
10.1093_molbev_msu320.pdf,heat; experimental,denovo,NA,step,NA,NA,NA,NA,NA,NA,
10.1093_molbev_msu320.pdf,heat; experimental,denovo,NA,vari,NA,NA,NA,NA,NA,NA,
10.1093_molbev_msu320.pdf,heat; experimental,denovo,NA,CG42238,NA,NA,NA,NA,NA,NA,
10.1093_molbev_msu320.pdf,heat; experimental,denovo,NA,Uhg3,NA,NA,NA,NA,NA,NA,
10.1093_molbev_msu320.pdf,heat; experimental,denovo,NA,CG40341,NA,NA,NA,NA,NA,NA,
10.1093_molbev_msu320.pdf,heat; experimental,denovo,NA,CG17570,NA,NA,NA,NA,NA,NA,
10.1093_molbev_msu320.pdf,heat; experimental,denovo,NA,Sfp38D,NA,NA,NA,NA,NA,NA,
10.1093_molbev_msu320.pdf,heat; experimental,denovo,NA,Hr39,NA,NA,NA,NA,NA,NA,
10.1093_molbev_msu320.pdf,heat; experimental,denovo,NA,CG42688,NA,NA,NA,NA,NA,NA,
10.1093_molbev_msu320.pdf,heat; experimental,denovo,NA,bru,NA,NA,NA,NA,NA,NA,
10.1093_molbev_msu320.pdf,heat; experimental,denovo,NA,CG42866,NA,NA,NA,NA,NA,NA,
10.1093_molbev_msu320.pdf,heat; experimental,denovo,NA,CR43097,NA,NA,NA,NA,NA,NA,
10.1093_molbev_msu320.pdf,heat; experimental,denovo,NA,CR43158,NA,NA,NA,NA,NA,NA,
