,File.Name,first_author_ep,measured_in_time_series_data_ep,hypothesized_driver_of_change_ep,level_of_analysis_ep,increase_decrease_ep,method.of.estimating_ep,raw.stats_ep,author_nd,measured_in_time_series_data_nd,level_of_analysis_nd,hypothesized_driver_of_change_nd,method_of_estimating_nd,increase_decrease_nd,raw_stats_nd,notes_nd,first_author_ib,measured_in_time_series_data_ib,level_of_analysis_ib,hypothesized_driver_of_change_ib,increase_decrease_ib,method_of_estimating_ib,raw_stats_ib,help_needed_ib,first_author_ps,population.structure._ps,genetic.structure._ps,spatial.structure._ps,genomic.structure._ps,measured_in_time_series_data_ps,hypothesized_driver_of_change_ps,increase_decrease_ps,method_of_estimating_ps,raw_stats_ps,measured_in_time_series_data_gf,level_of_analysis_gf,hypothesized_driver_of_change_gf,increase_decrease_gf,method_of_estimating_gf,raw_stats_gf,author_selection,measured_in_time_series_data_selection,central_question_regarding_selection_selection,outcome_of_central_question_selection,selection_level_of_analysis_selection,selection_hypothesized_driver_of_change_selection.x,selection_method_of_estimating_selection,selection_candidate_gene_list_selection,selection_coefficent_overall_selection,selection_coefficent_meanofoutliers_selection,first_author_last_name_drift,measured_in_time_series_data_drift,level_of_analysis_drift,hypothesized_driver_of_change_drift,method_of_estimating_drift,did_drift_have_effect_drift,raw_stats_drift,help_needed_drift,notes_drift,Author_fst,measured_in_time_series_data_fst,level_of_analysis_fst,hypothesized_diver_of_change_fst,spacetime_or_time_fst,sliding_window_vs_entire_genome_fst,candidate_gene_list_fst,raw_stats_fst,first_auhtor_tajima,measured_in_time_series_data_tajima,level_of_analysis_tajima,hypothesized_driver_of_change_tajima,sliding_window_vs_entire_genome_tajima,raw_stats_tajima,canidate_gene_tajima,help_needed_tajima,first_author_mc,measured_in_time_series_data_mc,level_of_anaylsis_mc,hypothesized_driver_of_change_mc,increase_decrease_mc,method_of_estimating_mc,raw_stats_mc,help_needed_mc,order_parallel,parallel._parallel,author_parallel,measured_in_time_series_data_parallel,evidence_of_parallel_evolution_parallel,snp_evidence_parallel,gene_protein_evidence_parallel,parallel_diversity.change_parallel,notes_parallel,collectedmonth_paperinfo,doi_paperinfo,year_paperinfo,journal_paperinfo,volume_paperinfo,issue_paperinfo,dbs_paperinfo,authors_paperinfo,first_author_paperinfo,keywords_paperinfo,Title_paperinfo,Notes_paperinfo,Type_paperinfo,Study.system_paperinfo,Taxon_paperinfo,Driver.of.change_paperinfo,Data.type_paperinfo,Experimental.design_paperinfo,Time.scale.years_paperinfo,Time.scale.generations_paperinfo,File.Name.1_paperinfo,revised,Driver.of.change.std_paperinfo
85,10.1093_molbev_msae128.pdf,angst,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,angst,NA,NA,NA,NA,NA,NA,NA,Angst,Yes,No,Yes,No,yes,time and population isolation,increase,Fst,see doc,yes,multiple_spatial; multiple_temporal,colonization; natural,increase (in some populations),"minor allele frequency, Watterson's theta, pairwise Fst","(In doc) Lines represent predicted FST values based on nonlinear regression (FST = ab1/∂t) as used in Bergland et al. (2014) with 95% confidence intervals in gray. The line for the more isolated ponds (top 50% isolated) is lower than for the less isolated ponds (bottom 50% isolated), indicating less pronounced changes in observed allele frequencies, possibly due to lower local − − − gene flow. In contrast to the overall pattern of a decline of median MAF over time, this median increased in some of the subpopulations over time, alongside with rapid and strong genomic differentiation and an increase in the number of heterozygous sites. We interpret these observations as gene flow plus hybrid vigor events.",Angst,yes,How do allele frequencies of a metapopulation shift over time?,Subpopultaions trends toward intermediate allele freq and then shifted towards right-screwed distrobutions as the pop aged,multiple_temporal,movement between populations; genetic drift; natural evolution,"pairwise fst, allele freq ",no,NA,NA,angst,yes,multiple_temporal,natural evolution,minor allele frequency; pairwise fst,yes,delta median MAF = _0.013; minor allele frequency changed over winter; median fst of samples from summer to next spring is  0.012 and samples from spring to summer is 0.001,NA,good example for drift section,Angst,yes,multiple temporal,time and population isolation,spacetime,window,no,see doc,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,91,Yes,angst,no,NA,NA,NA,NA,NA,may,10.1093/molbev/msae128,2024,MOL BIOL EVOL,41,7,NA scopus wos,Angst P.; Haag C.R.; Ben-Ami F.; Fields P.D.; Ebert D.,Angst,Cladocera; colonization; Daphnia; founder bottleneck; genomics; hybrid vigor; metapopulation; site frequency spectrum; time series; turnover dynamics,genome-wide allele frequency changes reveal that dynamic metapopulations evolve differently,,article,invertebrate,Daphnia magna ,natural evolution,poolseq,repeated,5,122,10.1093_molbev_msae128.pdf,natural evolution,natural evolution
86,10.1093_molbev_msq002.pdf,lynd,no,NA,NA,NA,NA,NA,lynd,no,NA,NA,NA,NA,NA,measures haplotype diversity in focal gene,NA,NA,NA,NA,NA,NA,NA,NA,Lynd,Yes,No,No,No,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,lynd,yes,Is selection acting on an insecticide resistance gene in Anopheles gambiae?,yes,multiple_temporal,insecticide,EHH,no,0.16,0.16,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,92,No,NA,NA,NA,NA,NA,NA,NA,august,10.1093/molbev/msq002,2010,,NA,,,Lynd A.; Weetman D.; Barbosa S.; Egyir Yawson A.; Mitchell S.; Pinto J.; Hastings I.; Donnelly M.J.,Lynd,,Field; genetic; and modeling approaches show strong positive selection acting upon an insecticide resistance mutation in anopheles gambiae s.s.,,article,invertebrate,Anopheles gambiae,pesticide; anthropogenic,reduced representation,repeated,6,72,10.1093_molbev_msq002.pdf,anthropogenic,anthropogenic
87,10.1093_molbev_mst205.pdf,tobler,yes,temperature; experimental,multiple_spatial,decrease,simulation,none,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Tobler,No,Yes,No,No,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,tobler,yes,Are most candidate genes false positives in E&R drosophila studies?,yes,multiple_temporal,temperature; experimental,,yes,NA,NA,tobler,no,NA,NA,NA,NA,NA,NA,controlled for drift but not really a focal result,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,94,Yes,tobler,no,NA,NA,NA,NA,NA,may,10.1093/molbev/mst205,2014,Molecular Biology and Evolution,31,2,er,Tobler R.; Franssen S.U.; Kofler R.; Orozco-Terwengel P.; Nolte V.; Hermisson J.; Schl√∂tterer C.,Tobler,adaptation; D. melanogaster; evolutionary genomics; experimental evolution; next-generation sequencing; standing genetic variation,massive habitat-specific genomic response in d. melanogaster populations during experimental evolution in hot and cold environments,Time scale years calculated from 10.1007/978-1-59745-365-3_3,article,invertebrate,Drosophila melanogaster,experimental,poolseq,experimental,NA,15,10.1093_molbev_mst205.pdf,experimental,experimental
88,10.1093_molbev_msu048.pdf,baldwin-brown,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Baldwin-Brown,Yes,No,No,No,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Baldwin-Brown,simulation,simulation,simulation,simulation,simulation,simulation,simulation,NA,NA,baldwin-brown,yes,simulation,experimental evolution; simulated selection,allele frequency change,yes,estimates power to detect selection under different scenarios; drift has largest effects at low population sizes and small selection coefficient,NA,NA,Baldwin-Brown,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,95,No,NA,NA,NA,NA,NA,NA,NA,may,10.1093/molbev/msu048,2014,Molecular Biology and Evolution,31,4,er,Baldwin-Brown J.G.; Long A.D.; Thornton K.R.,Baldwin-Brown,Adaptive evolution; Evolve and resequence; Experimental evolution; Genomics; QTL detection; Simulation,the power to detect quantitative trait loci using resequenced; experimentally evolved populations of diploid; sexual organisms,,article,invertebrate,Drosophila melanogaster,experimental,simulation,experimental,NA,"1,000",10.1093_molbev_msu048.pdf,simulation,simulation
89,10.1093_molbev_msu192.pdf,skoglund,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,skoglund,no,NA,NA,NA,NA,NA,NA,Skoglund,Yes,Yes,Yes,No,yes,time,NA,"Fst, PCA",see pdf and supplement. This paper largely deals almost with how time and population structure interact. ,NA,NA,NA,NA,NA,NA,skoglund,no,NA,NA,NA,NA,NA,NA,NA,NA,skoglund ,no,NA,NA,NA,NA,NA,NA,"big modeling paper, not sure what to do with it",Skoglund,yes,simulation,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,96,No,NA,NA,NA,NA,NA,NA,NA,may,10.1093/molbev/msu192,2014,MOL BIOL EVOL,31,9,NA NA wos,Skoglund; P; Sj√∂din; P; Skoglund; T; Lascoux; M; Jakobsson; M,Skoglund,genetic differentiation; F-ST; population structure; time-serial sampling; ancient DNA,investigating population history using temporal genetic differentiation,,article,simulation,simulation,NA,NA,NA,NA,NA,10.1093_molbev_msu192.pdf,simulation,simulation
90,10.1093_molbev_msu256.pdf,burke,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,No,No,No,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,burke,yes,"Does evolution act in parallel in a sexual species of yeast and if so, what drives it?",Yes and standing genetic variation drives it,multiple_temporal,lab domestication; experimental,allele frequency over time,yes,,,burke,no,NA,NA,NA,NA,NA,NA,controlled for drift but not really a focal result,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,97,Yes,burke,yes,yes,yes,NA,NA,NA,may,10.1093/molbev/msu256,2014,Molecular Biology and Evolution,31,12,er,Burke M.K.; Liti G.; Long A.D.,Burke,experimental evolution; population genomics; quantitative trait loci,standing genetic variation drives repeatable experimental evolution in outcrossing populations of saccharomyces cerevisiae,,article,bacteria,Staphylococcus aureus,experimental,WGS,experimental,NA,540,10.1093_molbev_msu256.pdf,experimental,experimental
91,10.1093_molbev_msu320.pdf,franssen,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,No,No,No,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,frannsen,yes,What role does LD play during lab selection experiments?,LD plays a major role and can lead to large lists of candidate genes full of false positives,multiple_temporal,heat; experimental,allele frequency change,yes,NA,NA,franssen,no,NA,NA,NA,NA,NA,NA,controlled for drift but not really a focal result,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,98,Yes,franssen,no,NA,NA,NA,NA,NA,august,10.1093/molbev/msu320,2015,,NA,,,Franssen S.U.; Nolte V.; Tobler R.; Schlotterer C.,Franssen,,Patterns of linkage disequilibrium and long range hitchhiking in evolving experimental drosophila melanogaster populations,,article,invertebrate,Drosophila melanogaster,experimental,poolseq,experimental,#N/A,67,10.1093_molbev_msu320.pdf,experimental,experimental
92,10.1093_molbev_msv033.pdf,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Bailey,No,No,Yes,No,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,bailey,yes,Does selection environment lead to parallel evolution in bacteria?,"yes, with varying degrees of parallelism",multiple_temporal,sugar type,novel mutation,yes,NA,NA,bailey,no,NA,NA,NA,NA,NA,NA,controlled for drift but not really a focal result,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,99,Yes,bailey,yes,partial,partial,yes,NA,degree of parallelism varied; number of available beneficial mutations negatively correlated with parallelism; paralellism was higher in spatially structured environments,may,10.1093/molbev/msv033,2015,MOL BIOL EVOL,32,6,NA NA wos,Bailey; SF; Rodrigue; N; Kassen; R,Bailey,parallel evolution; experimental evolution; Pseudomonas fluorescens; selection environment; environmental heterogeneity,the effect of selection environment on the probability of parallel evolution,,article ,bacteria,Pseudomonas fluorescens,experimental,WGS,experimental,NA,1000,10.1093_molbev_msv033.pdf,experimental,experimental
93,10.1093_molbev_msv248.pdf,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,No,No,No,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,jha,yes,"How do Drosophila evolve in response to low oxygen, and do the affected genes overlap with selected genes in high altitude human populations?",candidate gene list; yes some do,multiple_temporal,hypoxia,"allele frequency change, glmm, PBS",yes,,,jha,yes,multiple_temporal,experimental evolution; hypoxia,allele frequency change; permutation tests,no,low fdr (<5%) from permutation tests suggets that drift does not explain results,NA,controlled for drift but not really a focal result,Jha,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100,No,NA,NA,NA,NA,NA,NA,NA,may,10.1093/molbev/msv248,2016,Molecular Biology and Evolution,33,2,er,Jha A.R.; Zhou D.; Brown C.D.; Kreitman M.; Haddad G.G.; White K.P.,Jha,adaptation; complex traits; evolution; evolve and resequence; experimental evolution; high-altitude adaptation; hypoxia; polygenic traits; pooled sequencing,shared genetic signals of hypoxia adaptation in drosophila and in high-altitude human populations,Time scale years calculated from 10.1007/978-1-59745-365-3_3,article,invertebrate,Drosophila melanogaster,experimental,poolseq,experimental,NA,17,10.1093_molbev_msv248.pdf,experimental,experimental
94,10.1093_molbev_msw254.pdf,NA,NA,NA,NA,NA,NA,NA,wecek,yes,multiple_spatial,hunting,pairwise genomic divergence,decreased,NA,NA,wecek,NA,NA,NA,NA,NA,NA,NA,Wecek,Yes,Yes,No,No,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,wecek,no,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,101,No,NA,NA,NA,NA,NA,NA,NA,may,10.1093/molbev/msw254,2017,MOL BIOL EVOL,34,3,NA scopus wos,Wecek K.; Hartmann S.; Paijmans J.L.A.; Taron U.; Xenikoudakis G.; Cahill J.A.; Heintzman P.D.; Shapiro B.; Baryshnikov G.; Bunevich A.N.; Crees J.J.; Dobosz R.; Manaserian N.; Okarma H.; Tokarska M.; Turvey S.T.; Wojcik J.M.; Zy≈Ça W.; Szymura J.M.; Hofreiter M.; Barlow A.,Wecek,Admixture; Ancient DNA; Aurochs; Bison bonasus; Domestic cattle; European bison; Hybridization,complex admixture preceded and followed the extinction of wisent in the wild,generation time/range given in article,article,vertebrate,Bison bonasus,natural evolution,WGS,historical,642,132.09,10.1093_molbev_msw254.pdf,anthropogenic,anthropogenic
95,10.1093_molbev_msx247.pdf,seabra,yes,NA,multiple_spatial,, R package NB,see notes file,seabra,yes,multiple_spatial,adaptation to captivity; experimental evolution,pi,decreased,"Between generation 6 and 50, significant decrease in mean diversity both in Ad (from 0.099 to 0.091) and Gro (from 0.105 to 0.098; generation term in ANCOVA, F1,361�441.03, P < 0.0001), as expected from the loss of rare alleles. Differences between Ad and Gro founder populations not significant",NA,seabra,NA,NA,NA,NA,NA,NA,NA,Seabra,No,Yes,No,No,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,seabra,yes,Do samples from different populations evolve differently in the lab?,yes,multiple_temporal,lab domestication; experimental,"CMH, ANCOVA",yes,,,seabra,no,NA,NA,NA,NA,NA,NA,controlled for drift but not really a focal result,Seabra,yes,multiple temporal,differences in ancestral altitude but now in common environment,time,genomewide,yes,see doc,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,102,Yes,seabra,yes,no,no,NA,NA,good paper for discussion of parallel evolution,august,10.1093/molbev/msx247,2018,,NA,,,Seabra; Sofia G.; Fragata; Ines; Antunes; Marta A.; Faria; Goncalo S.; Santos; Marta A.; Sousa; Vitor C.; Simoes; Pedro; Matos; Margarida,Seabra,,Different Genomic Changes Underlie Adaptive Evolution in Populations of Contrasting History,,article,invertebrate,Drosophila subobscura,experimental,WGS,experimental,#N/A,50,10.1093_molbev_msx247.pdf,experimental,experimental
96,10.1093_molbev_msx254.pdf,hardy,yes,NA,single,NA,Templeton 2006 equation,"972 autosomes, 748 X chromosome",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,No,No,No,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,hardy,yes,What is the genetic basis of stavation-selected obesity in drosophila?,candidate gene list,multiple_temporal,starvation,"heterozygosity, fst",yes,,,hardy,yes,multiple_temporal,experimental evolution; starvation resistance,Kimura diffusion approximation of drift; minor allele frequency simulation,yes,60-69% of snps across replicates changed frequency because of drift,NA,stat based on by-hand calculation of SNPs that passed drift filter vs. the total snps that passed filtering in their materials. But the numbers are a little ambiguous,Hardy,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,103,Yes,hardy,yes,partial,partial,NA,NA,"strong genetic differentiation of starvation treatment replicates from control replicats, but still lots of variation in starvation ones",may,10.1093/molbev/msx254,2018,Molecular Biology and Evolution,35,1,er,Hardy C.M.; Burke M.K.; Everett L.J.; Han M.V.; Lantz K.M.; Gibbs A.G.,Hardy,Drosophila melanogaster; evolve and resequence; experimental evolution; metabolism; obesity; starvation selection,genome-wide analysis of starvation-selected drosophila melanogaster-a genetic model of obesity,,article ,invertebrate,Drosophila melanogaster,experimental,poolseq,experimental,NA,83,10.1093_molbev_msx254.pdf,experimental,experimental
97,10.1093_molbev_msz183.pdf,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Vlachos,Yes,No,No,No,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,vlachos,yes,Does gradually increasing the selection strength throughout an E&R iincrease the power to detect alleles?,yes,simulation,simulation,CMH,NA,NA,NA,vlachos,yes,multiple_temporal,experimental evolution; simulated selection,simulation,yes,increasing selection over time leads to more drift than when selection is constant or decreasing; greatest change in allele frequency due to drit occurrs under constant selection,NA,see document for figure,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,104,Yes,vlachos,no,NA,NA,NA,NA,NA,may,10.1093/molbev/msz183,2019,Molecular Biology and Evolution,36,12,er,Vlachos C.; Kofler R.,Vlachos,evolve and resequence; experimental evolution; forward simulations; GWAS; population genetics; quantitative genetics,optimizing the power to identify the genetic basis of complex traits with evolve and resequence studies,simulation; has implications for experimental design of E&R studies,,simulation,simulation,NA,NA,NA,NA,NA,10.1093_molbev_msz183.pdf,experimental,experimental
98,10.1093_ve_vead049.pdf,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Billard,No,Yes,Yes,No,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,billard,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Billard,yes,multiple spatial,farming practices; anthropogenic factors,spacetime,genomewide,no,"(FST(years) = 0.2796; P < 0.0001, Fig. 2). ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,105,No,NA,NA,NA,NA,NA,NA,NA,may,10.1093/ve/vead049,2023,VIRUS EVOL,9,2,NA NA wos,Billard; E; Barro; M; S√©r√©me; D; Bangratz; M; Wonni; I; Koala; M; Kassankogno; AI; H√©brard; E; Th√©baud; G; Brugidou; C; Poulicard; N; Tollenaere; C,Billard,rice; RYMV; crop virus; epidemiology; spatio-temporal dynamics; diversity; recombination,dynamics of the rice yellow mottle disease in western burkina faso: epidemic monitoring; spatio-temporal variation of viral diversity; and pathogenicity in a disease hotspot,,article,virus,Rice yellow mottle virus,revisit,WGS,repeated,5,NA,10.1093_ve_vead049.pdf,host-pathogen,host-pathogen
99,10.1093_ve_veae012.pdf,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,No,No,No,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,courcelle,yes,Have different lineages of PPRV evolved under different selection regimes?,yes,multiple_temporal,competition; epidemic,"fixed effect likelihood (FEL), fast unconstrained Bayesian approximation (FUBAR) and mixed methods model of evolution (MEME), branch-site unrestricted statistical test for episodic diversification (BUSTED), RELAX",yes,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,106,Yes,courcelle,no,NA,NA,NA,NA,NA,may,10.1093/ve/veae012,2024,VIRUS EVOL,10,1,NA NA wos,Courcelle; M; Salami; H; Tounkara; K; Lo; MM; Ba; A; Diop; M; Niang; M; Sidibe; CA; Sery; A; Dakouo; M; Kaba; L; Sidime; Y; Keyra; M; Diallo; AOS; El Mamy; AB; El Arbi; AS; Barry; Y; Isselmou; E; Habiboullah; H; Doumbia; B; Gueya; MB; Awuni; J; Odoom; T; Ababio; PT; Tawiahyingar; DNY; Coste; C; Guendouz; S; Kwiatek; O; Libeau; G; Bataille; A,Courcelle,morbillivirus; phylogenetics; evolution; small ruminants; epizootic; endemic,comparative evolutionary analyses of peste des petits ruminants virus genetic lineages,,article ,virus,Peste des petits ruminants virus,host-pathogen,poolseq,historical,38,NA,10.1093_ve_veae012.pdf,host-pathogen,host-pathogen
100,10.1093_ve_vex035.pdf,carratala,yes,ultraviolet radiation; disinfection; resistence; host-pathogen,multiple_temporal,increase,unbiased Fs0 estimator of Ne Jorde and Ryman (2007),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,No,No,No,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,carratala,yes,Do pathogens develop resistance to UV exposure?,yes,multiple_temporal,UV,novel mutation,yes,NA,NA,carratala,no,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,107,Yes,carratala,no,NA,NA,NA,NA,NA,may,10.1093/ve/vex035,2017,VIRUS EVOL,3,2,NA NA wos,Carratal√†; A; Shim; H; Zhong; QX; Bachmann; V; Jensen; JD; Kohn; T,Carratal√†,virus; experimental evolution; ultraviolet radiation; disinfection; ribavirin; resistance,experimental adaptation of human echovirus 11 to ultraviolet radiation leads to resistance to disinfection and ribavirin,,article ,virus,Human echovirus 11,experimental,WGS,experimental,0.164,200,10.1093_ve_vex035.pdf,host-pathogen,host-pathogen
101,10.1093_ve_vez020.pdf,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Bialosuknia,Yes,No,No,No,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,bialosuknia,yes,How has west nile virus evolved in NY state?,"Largely purging selection, some regions experience positive selection",multiple_temporal,epidemic,dn/ds,yes,NA,NA,bialosuknia,no,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,108,No,NA,NA,NA,NA,NA,NA,NA,may,10.1093/ve/vez020,2019,VIRUS EVOL,5,2,NA NA wos,Bialosuknia; SM; Tan; Y; Zink; SD; Koetzner; CA; Maffei; JG; Halpin; RA; Mueller; EA; Novotny; M; Shilts; M; Fedorova; NB; Amedeo; P; Das; SR; Pickett; B; Kramer; LD; Ciota; AT,Bialosuknia,West Nile virus; viral evolution; intrahost diversity; displacement,evolutionary dynamics and molecular epidemiology of west nile virus in new york state: 1999-2015,,article ,virus,West Nile virus,host-pathogen,WGS,historical,15,NA,10.1093_ve_vez020.pdf,host-pathogen,host-pathogen
102,10.1098_rspb.2015.0801.pdf,morley,no,NA,NA,NA,NA,NA,morley,yes,multiple_spatial,host-pathogen,pi,varies,"Nucleotide diversity was correlated with treatment; Spearman�s r 1�4 20.9, p 1�4 0.0374) faster invading treatments had higher nucleotide diversity among their populations ",,NA,NA,NA,NA,NA,NA,NA,NA,,No,No,No,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,morley,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,109,Yes,morley,yes,partial,partial,NA,NA,novel substitution occurred in 12/24 populations; parallelism was less in populations that shifted rapidly onto novel hosts ,may,10.1098/rspb.2015.0801,2015,P ROY SOC B-BIOL SCI,282,1813,NA scopus wos,Morley V.J.; Mendiola S.Y.; Turner P.E.,Morley,Adaptation; Alphavirus; Contingency; Epistasis; Experimental evolution; Sindbis virus,rate of novel host invasion affects adaptability of evolving rna virus lineages,,article,virus,Sindbis virus,host-pathogen,reduced representation,experimental,variable depending on treatment,variable depending on treatment,10.1098_rspb.2015.0801.pdf,host-pathogen,host-pathogen
103,10.1098_rspb.2021.0577.pdf,stahlke,yes,NA,multiple_spatial,NA,spatpg,Population Ne; Fentonbury 35; Forestier 35; Freycinet 34; Naraawntapu 37; West Pencil Pine 26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Stahlke,Yes,No,No,No,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Stahlke,yes,Is devil facial tumor disease a novel selective force?,Results suggest that this is a novel selective force,multiple_temporal,disease; natural evolution,"dN/dS; allele shifts, GO enrichment anaylsis, branch-site test, ",yes,NA,NA,stahlke,no,NA,NA,NA,NA,NA,NA,controlled for drift but not really a focal result,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,110,No,NA,NA,NA,NA,NA,NA,NA,may,10.1098/rspb.2021.0577,2021,P ROY SOC B-BIOL SCI,288,1951,NA scopus wos,Stahlke A.R.; Epstein B.; Barbosa S.; Margres M.J.; Patton A.H.; Hendricks S.A.; Veillet A.; Fraik A.K.; Sch√∂nfeld B.; McCallum H.I.; Hamede R.; Jones M.E.; Storfer A.; Hohenlohe P.A.,Stahlke,conservation genomics; molecular evolution; RAD-capture; rapid evolution; transmissible cancer; wildlife disease,contemporary and historical selection in tasmanian devils (sarcophilus harrisii) support novel; polygenic response to transmissible cancer,HELP,article,vertebrate,Sarcophilus harrisii,host-pathogen,reduced representation,historical,15,8,10.1098_rspb.2021.0577.pdf,host-pathogen,host-pathogen
